3fd66200f964a52000e71ee3	40.733596	-74.003139	Jazz Club	US
3fd66200f964a52000e81ee3	40.758102	-73.975734	Gym	US
3fd66200f964a52000ea1ee3	40.732456	-74.003755	Indian Restaurant	US
3fd66200f964a52000ec1ee3	42.345907	-71.087001	Indian Restaurant	US
3fd66200f964a52000ee1ee3	39.933178	-75.159262	Sandwich Place	US
3fd66200f964a52000f11ee3	40.652766	-74.003092	Bowling Alley	US
3fd66200f964a52001e51ee3	40.726961	-73.980039	Dive Bar	US
3fd66200f964a52001e81ee3	40.756353	-73.967676	Bar	US
3fd66200f964a52001ed1ee3	37.779837	-122.494471	Seafood Restaurant	US
3fd66200f964a52001ef1ee3	34.092793	-118.281469	Bar	US
3fd66200f964a52001f11ee3	40.591334	-73.960725	Nightclub	US
3fd66200f964a52002eb1ee3	40.733630	-74.002288	Jazz Club	US
3fd66200f964a52002ee1ee3	41.941562	-87.664011	Pub	US
3fd66200f964a52002ef1ee3	34.075314	-118.253499	Bar	US
3fd66200f964a52003e51ee3	40.724822	-73.981456	Dive Bar	US
3fd66200f964a52003e71ee3	40.739685	-74.006020	French Restaurant	US
3fd66200f964a52003e81ee3	40.756119	-73.972532	Hotel Bar	US
3fd66200f964a52003ec1ee3	42.346127	-71.080363	French Restaurant	US
3fd66200f964a52004e41ee3	40.718363	-73.990817	Bar	US
3fd66200f964a52004e51ee3	40.722206	-73.981720	Theater	US
3fd66200f964a52004e61ee3	40.722842	-73.994116	Cuban Restaurant	US
3fd66200f964a52004e81ee3	40.756048	-73.967762	Pub	US
3fd66200f964a52004ee1ee3	40.025411	-75.337446	Pub	US
3fd66200f964a52005e41ee3	40.719831	-73.987351	Bar	US
3fd66200f964a52005e51ee3	40.724464	-73.990690	Gay Bar	US
3fd66200f964a52005e71ee3	40.728473	-74.005318	Bar	US
3fd66200f964a52005e81ee3	40.756161	-73.967686	Pub	US
3fd66200f964a52005eb1ee3	40.734814	-73.988429	Music Venue	US
3fd66200f964a52005ee1ee3	40.007474	-75.290192	Nightclub	US
3fd66200f964a52005f01ee3	34.025916	-118.457514	Music Store	US
3fd66200f964a52005f11ee3	40.713953	-73.932891	Strip Club	US
3fd66200f964a52006e31ee3	40.618780	-74.033067	Cocktail Bar	US
3fd66200f964a52006e61ee3	40.726289	-74.002080	French Restaurant	US
3fd66200f964a52006e81ee3	40.741632	-73.978377	Bar	US
3fd66200f964a52006e91ee3	40.811205	-73.957782	Italian Restaurant	US
3fd66200f964a52006ea1ee3	40.736162	-74.003476	French Restaurant	US
3fd66200f964a52006eb1ee3	40.727987	-73.986254	French Restaurant	US
3fd66200f964a52006ed1ee3	37.784944	-122.464772	Sushi Restaurant	US
3fd66200f964a52007e61ee3	40.725755	-73.994913	Cocktail Bar	US
3fd66200f964a52007ea1ee3	40.738098	-74.004170	American Restaurant	US
3fd66200f964a52007eb1ee3	40.728548	-73.999844	Karaoke Bar	US
3fd66200f964a52007f11ee3	34.159909	-118.331111	Mexican Restaurant	US
3fd66200f964a52008e31ee3	40.721353	-73.957750	Thrift / Vintage Store	US
3fd66200f964a52008e61ee3	40.726589	-73.995649	Deli / Bodega	US
3fd66200f964a52008e71ee3	40.731524	-74.004899	Portuguese Restaurant	US
3fd66200f964a52008e81ee3	40.761838	-73.965179	Dessert Shop	US
3fd66200f964a52008e91ee3	40.736781	-73.986845	Caf	US
3fd66200f964a52008eb1ee3	40.783732	-73.950443	Bar	US
3fd66200f964a52008ec1ee3	42.348212	-71.085207	Mexican Restaurant	US
3fd66200f964a52008f11ee3	40.773006	-73.915915	Beer Garden	US
3fd66200f964a52009e31ee3	40.717167	-73.956822	Italian Restaurant	US
3fd66200f964a52009e61ee3	40.721941	-73.996259	Bar	US
3fd66200f964a52009e81ee3	40.756402	-73.972592	American Restaurant	US
3fd66200f964a52009ee1ee3	39.954105	-75.195976	Asian Restaurant	US
3fd66200f964a52009f11ee3	40.747721	-73.891463	Indian Restaurant	US
3fd66200f964a5200ae51ee3	40.726072	-73.983479	Bar	US
3fd66200f964a5200ae61ee3	40.729888	-74.000613	Bar	US
3fd66200f964a5200ae71ee3	40.732580	-74.002560	Sports Bar	US
3fd66200f964a5200ae81ee3	40.755819	-73.969011	French Restaurant	US
3fd66200f964a5200ae91ee3	40.757394	-73.993301	Bowling Alley	US
3fd66200f964a5200aec1ee3	42.251665	-71.037348	French Restaurant	US
3fd66200f964a5200aee1ee3	40.074094	-75.201055	New American Restaurant	US
3fd66200f964a5200be51ee3	40.722432	-73.986231	Bar	US
3fd66200f964a5200bec1ee3	42.348751	-71.083938	Middle Eastern Restaurant	US
3fd66200f964a5200ce41ee3	40.718848	-73.992406	Lounge	US
3fd66200f964a5200ce61ee3	40.726068	-74.001571	Bar	US
3fd66200f964a5200ce91ee3	40.785953	-73.976422	Pub	US
